Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Sugarcane,1998,Whole Year ,Goa,1320,64000,2964.9,130416,382.8,48.48
Arecanut,1998,Whole Year ,Karnataka,98047,648365,1260.8,9687043.6,28433.63,6.232
Arhar/Tur,1998,Kharif     ,Karnataka,475396,221453,1260.8,46969124.8,137864.84,0.400833333
Bajra,1998,Kharif     ,Karnataka,415816,282231,1260.8,41082620.8,120586.64,0.601764706
Bajra,1998,Rabi       ,Karnataka,451,536,1260.8,44558.8,130.79,1.19
Bajra,1998,Summer     ,Karnataka,846,498,1260.8,83584.8,245.34,0.59
Black pepper,1998,Whole Year ,Karnataka,4387,10342,1260.8,433435.6,1272.23,2.238
Cardamom,1998,Whole Year ,Karnataka,20218,1153,1260.8,1997538.4,5863.22,0.06
Castor seed,1998,Kharif     ,Karnataka,27246,23245,1260.8,2691904.8,7901.34,0.831818182
Coconut ,1998,Whole Year ,Karnataka,310399,1611530000,1260.8,30667421.2,90015.71,4692.261111
Coriander,1998,Whole Year ,Karnataka,17935,2982,1260.8,1771978,5201.15,0.118
Cotton(lint),1998,Kharif     ,Karnataka,636495,976876,1260.8,62885706,184583.55,1.556521739
Dry chillies,1998,Whole Year ,Karnataka,170319,146498,1260.8,16827517.2,49392.51,1.123703704
Garlic,1998,Whole Year ,Karnataka,3574,3034,1260.8,353111.2,1036.46,1.459411765
Ginger,1998,Kharif     ,Karnataka,3896,51169,1260.8,384924.8,1129.84,12.75944444
Gram,1998,Rabi       ,Karnataka,355326,202508,1260.8,35106208.8,103044.54,0.573478261
Groundnut,1998,Kharif     ,Karnataka,1012577,929016,1260.8,100042607.6,293647.33,0.8568
Groundnut,1998,Rabi       ,Karnataka,217445,263118,1260.8,21483566,63059.05,1.3052
Horse-gram,1998,Kharif     ,Karnataka,189486,90718,1260.8,18721216.8,54950.94,0.504615385
Horse-gram,1998,Rabi       ,Karnataka,134779,62084,1260.8,13316165.2,39085.91,0.4492
Jowar,1998,Kharif     ,Karnataka,420808,616645,1260.8,41575830.4,122034.32,1.305714286
Jowar,1998,Rabi       ,Karnataka,1420162,1003450,1260.8,140312005.6,411846.98,0.7235
Jowar,1998,Summer     ,Karnataka,8897,23144,1260.8,879023.6,2580.13,2.461333333
Linseed,1998,Rabi       ,Karnataka,19806,6441,1260.8,1956832.8,5743.74,0.315
Maize,1998,Kharif     ,Karnataka,450472,1542607,1260.8,44506633.6,130636.88,3.366
Maize,1998,Rabi       ,Karnataka,49922,101605,1260.8,4932293.6,14477.38,1.97952381
Maize,1998,Summer     ,Karnataka,11974,27080,1260.8,1183031.2,3472.46,2.241904762
Moong(Green Gram),1998,Kharif     ,Karnataka,311720,61227,1260.8,30797936,90398.8,0.180769231
Moong(Green Gram),1998,Rabi       ,Karnataka,15627,7005,1260.8,1543947.6,4531.83,0.438823529
Niger seed,1998,Kharif     ,Karnataka,41853,8104,1260.8,4135076.4,12137.37,0.214782609
Onion,1998,Kharif     ,Karnataka,79921,362053,1260.8,7896194.8,23177.09,5.363636364
Onion,1998,Rabi       ,Karnataka,8882,91057,1260.8,877541.6,2575.78,8.936315789
Onion,1998,Summer     ,Karnataka,4797,55339,1260.8,473943.6,1391.13,11.86631579
Peas & beans (Pulses),1998,Kharif     ,Karnataka,1730,15872,1260.8,170924,501.7,9.265882353
Peas & beans (Pulses),1998,Rabi       ,Karnataka,494,4882,1260.8,48807.2,143.26,8.948181818
Peas & beans (Pulses),1998,Summer     ,Karnataka,1583,13707,1260.8,156400.4,459.07,7.827
Potato,1998,Kharif     ,Karnataka,28755,317052,1260.8,2840994,8338.95,12.37333333
Potato,1998,Rabi       ,Karnataka,4173,82124,1260.8,412292.4,1210.17,18.90714286
Potato,1998,Summer     ,Karnataka,1137,19387,1260.8,112335.6,329.73,17.6
Potato,1998,Whole Year ,Karnataka,268,3910,1260.8,26478.4,77.72,14.59
Ragi,1998,Kharif     ,Karnataka,986173,1664767,1260.8,97433892.4,285990.17,1.418
Ragi,1998,Rabi       ,Karnataka,33833,45301,1260.8,3342700.4,9811.57,1.361
Ragi,1998,Summer     ,Karnataka,10673,24008,1260.8,1054492.4,3095.17,2.239230769
Rapeseed &Mustard,1998,Kharif     ,Karnataka,6673,1790,1260.8,659292.4,1935.17,0.210625
Rice,1998,Kharif     ,Karnataka,1079193,2599170,1260.8,106624268.4,312965.97,2.310740741
Rice,1998,Rabi       ,Karnataka,51782,106072,1260.8,5116061.6,15016.78,2.054285714
Rice,1998,Summer     ,Karnataka,295830,951569,1260.8,29228004,85790.7,2.99375
Safflower,1998,Rabi       ,Karnataka,97487,58727,1260.8,9631715.6,28271.23,0.616428571
Sesamum,1998,Kharif     ,Karnataka,115250,46673,1260.8,11386700,33422.5,0.417307692
Soyabean,1998,Kharif     ,Karnataka,65309,70294,1260.8,6452529.2,18939.61,1.060588235
Sunflower,1998,Kharif     ,Karnataka,430676,127090,1260.8,42550788.8,124896.04,0.382608696
Sunflower,1998,Rabi       ,Karnataka,359514,112736,1260.8,35519983.2,104259.06,0.390416667
Sunflower,1998,Summer     ,Karnataka,43156,24211,1260.8,4263812.8,12515.24,0.595217391
Turmeric,1998,Whole Year ,Karnataka,5007,25386,1260.8,494691.6,1452.03,4.682380952
Wheat,1998,Rabi       ,Karnataka,268981,219433,1260.8,26575322.8,78004.49,0.848823529
Arecanut,1998,Whole Year ,Kerala,73639,68479,3151.5,7275533.2,21355.31,0.797857143
Banana,1998,Whole Year ,Kerala,30521,386588,3151.5,3015474.8,8851.09,12.85714286
Black pepper,1998,Whole Year ,Kerala,182384,68510,3151.5,18019539.2,52891.36,0.261428571
Cardamom,1998,Whole Year ,Kerala,41449,4990,3151.5,4095161.2,12020.21,0.045555556
Cashewnut,1998,Whole Year ,Kerala,91268,51336,3151.5,9017278.4,26467.72,0.484285714
Coconut ,1998,Whole Year ,Kerala,882288,5132000000,3151.5,87170054.4,255863.52,5304.749286
Cotton(lint),1998,Kharif     ,Kerala,10999,17752,3151.5,1086701.2,3189.71,1.61
Dry chillies,1998,Whole Year ,Kerala,297,288,3151.5,29343.6,86.13,0.937777778
Garlic,1998,Whole Year ,Kerala,742,12614,3151.5,73309.6,215.18,17
Ginger,1998,Whole Year ,Kerala,11107,39362,3151.5,1097371.6,3221.03,2.93
Groundnut,1998,Kharif     ,Kerala,7021,5219,3151.5,693674.8,2036.09,0.62
Jowar,1998,Kharif     ,Kerala,2177,1108,3151.5,215087.6,631.33,0.505
Ragi,1998,Kharif     ,Kerala,1157,936,3151.5,114311.6,335.53,0.81
Rice,1998,Autumn     ,Kerala,120217,235849,3151.5,11877439.6,34862.93,1.856923077
Rice,1998,Summer     ,Kerala,57700,144872,3151.5,5700760,16733,2.116153846
Rice,1998,Winter     ,Kerala,174714,346022,3151.5,17261743.2,50667.06,1.937142857
Sesamum,1998,Kharif     ,Kerala,3303,1057,3151.5,326336.4,957.87,0.467272727
Sugarcane,1998,Whole Year ,Kerala,6160,472160,3151.5,608608,1786.4,64.83
Sweet potato,1998,Whole Year ,Kerala,1099,11924,3151.5,108581.2,318.71,11.718
Tapioca,1998,Whole Year ,Kerala,112774,2630155,3151.5,11142071.2,32704.46,25.51785714
Tobacco,1998,Whole Year ,Kerala,41,228,3151.5,4050.8,11.89,5.56
Turmeric,1998,Whole Year ,Kerala,3706,8034,3151.5,366152.8,1074.74,1.997857143
Arecanut,1998,Whole Year ,Meghalaya,9585,11567,6552.7,946998,2779.65,1.151666667
Arhar/Tur,1998,Kharif     ,Meghalaya,861,678,6552.7,85066.8,249.69,0.803333333
Banana,1998,Whole Year ,Meghalaya,5194,62888,6552.7,513167.2,1506.26,11.26714286
Cotton(lint),1998,Kharif     ,Meghalaya,7549,5599,6552.7,745841.2,2189.21,0.796666667
Dry chillies,1998,Whole Year ,Meghalaya,1764,1051,6552.7,174283.2,511.56,0.598571429
Ginger,1998,Kharif     ,Meghalaya,7403,45590,6552.7,731416.4,2146.87,6.008571429
Gram,1998,Rabi       ,Meghalaya,463,283,6552.7,45744.4,134.27,0.61
Jute,1998,Kharif     ,Meghalaya,4241,27097,6552.7,419010.8,1229.89,7.553333333
Linseed,1998,Kharif     ,Meghalaya,51,23,6552.7,5038.8,14.79,0.45
Maize,1998,Kharif     ,Meghalaya,17219,25272,6552.7,1701237.2,4993.51,1.457142857
Mesta,1998,Kharif     ,Meghalaya,4681,21362,6552.7,462482.8,1357.49,4.58
Mesta,1998,Whole Year ,Meghalaya,871,631,6552.7,86054.8,252.59,0.68
Other  Rabi pulses,1998,Rabi       ,Meghalaya,1938,1527,6552.7,191474.4,562.02,0.755714286
Potato,1998,Whole Year ,Meghalaya,20753,201059,6552.7,2050396.4,6018.37,7.738571429
Rapeseed &Mustard,1998,Rabi       ,Meghalaya,6916,4576,6552.7,683300.8,2005.64,0.635714286
Rice,1998,Kharif     ,Meghalaya,105402,149742,6552.7,10413717.6,30566.58,1.51
Sesamum,1998,Kharif     ,Meghalaya,1322,694,6552.7,130613.6,383.38,0.575714286
Small millets,1998,Kharif     ,Meghalaya,2823,2282,6552.7,278912.4,818.67,0.871428571
Soyabean,1998,Kharif     ,Meghalaya,899,812,6552.7,88821.2,260.71,0.881428571
Sugarcane,1998,Whole Year ,Meghalaya,83,225,6552.7,8200.4,24.07,2.328
Sweet potato,1998,Whole Year ,Meghalaya,5181,17291,6552.7,511882.8,1502.49,3.302857143
Tapioca,1998,Whole Year ,Meghalaya,3963,21251,6552.7,391544.4,1149.27,6.547142857
Tobacco,1998,Whole Year ,Meghalaya,742,507,6552.7,73309.6,215.18,0.61
Turmeric,1998,Whole Year ,Meghalaya,1375,6997,6552.7,135850,398.75,5.624285714
Wheat,1998,Rabi       ,Meghalaya,4287,6998,6552.7,423555.6,1243.23,1.605
Arecanut,1998,Whole Year ,West Bengal,8239,13665,2152.5,814013.2,2389.31,1.595294118
Arhar/Tur,1998,Kharif     ,West Bengal,2606,1672,2152.5,257472.8,755.74,0.756923077
Bajra,1998,Kharif     ,West Bengal,175,84,2152.5,17290,50.75,0.436666667
Barley,1998,Rabi       ,West Bengal,5938,5910,2152.5,586674.4,1722.02,1.10375
Cardamom,1998,Whole Year ,West Bengal,2875,690,2152.5,284050,833.75,0.24
Castor seed,1998,Rabi       ,West Bengal,54,38,2152.5,5335.2,15.66,0.7
Coconut ,1998,Whole Year ,West Bengal,24616,318174400,2152.5,2432060.8,7138.64,12448.06222
Cotton(lint),1998,Kharif     ,West Bengal,200,73,2152.5,19760,58,0.37
Dry chillies,1998,Whole Year ,West Bengal,64354,51303,2152.5,6358175.2,18662.66,0.890555556
Ginger,1998,Kharif     ,West Bengal,9398,18839,2152.5,928522.4,2725.42,1.449444444
Gram,1998,Rabi       ,West Bengal,23286,18971,2152.5,2300656.8,6752.94,0.875
Groundnut,1998,Whole Year ,West Bengal,30157,34994,2152.5,2979511.6,8745.53,1.128571429
Horse-gram,1998,Rabi       ,West Bengal,4958,2043,2152.5,489850.4,1437.82,0.422
Jowar,1998,Kharif     ,West Bengal,886,414,2152.5,87536.8,256.94,0.465
Jute,1998,Kharif     ,West Bengal,612066,7373630,2152.5,60472120.8,177499.14,13.24705882
Khesari,1998,Rabi       ,West Bengal,23300,20850,2152.5,2302040,6757,0.774666667
Linseed,1998,Rabi       ,West Bengal,10323,2691,2152.5,1019912.4,2993.67,0.24
Maize,1998,Kharif     ,West Bengal,38519,121161,2152.5,3805677.2,11170.51,2.634
Masoor,1998,Rabi       ,West Bengal,51919,35600,2152.5,5129597.2,15056.51,0.600588235
Mesta,1998,Kharif     ,West Bengal,9911,81030,2152.5,979206.8,2874.19,8.453846154
Moong(Green Gram),1998,Kharif     ,West Bengal,822,429,2152.5,81213.6,238.38,0.5075
Moong(Green Gram),1998,Rabi       ,West Bengal,2729,1598,2152.5,269625.2,791.41,0.61
Moong(Green Gram),1998,Summer     ,West Bengal,9320,2980,2152.5,920816,2702.8,0.312857143
Niger seed,1998,Kharif     ,West Bengal,7587,4100,2152.5,749595.6,2200.23,0.4075
Other Kharif pulses,1998,Kharif     ,West Bengal,768,318,2152.5,75878.4,222.72,0.516
Peas & beans (Pulses),1998,Rabi       ,West Bengal,9230,6776,2152.5,911924,2676.7,0.70625
Potato,1998,Whole Year ,West Bengal,318199,6689636,2152.5,31438061.2,92277.71,18.95944444
Ragi,1998,Kharif     ,West Bengal,12895,15648,2152.5,1274026,3739.55,0.91
Rapeseed &Mustard,1998,Rabi       ,West Bengal,344358,251740,2152.5,34022570.4,99863.82,0.667222222
Rice,1998,Autumn     ,West Bengal,425002,740688,2152.5,41990197.6,123250.58,1.751111111
Rice,1998,Summer     ,West Bengal,1450473,4921984,2152.5,143306732.4,420637.17,3.22
Rice,1998,Winter     ,West Bengal,4028620,7653780,2152.5,398027656,1168299.8,1.781666667
Safflower,1998,Rabi       ,West Bengal,48,16,2152.5,4742.4,13.92,0.4575
Sannhamp,1998,Whole Year ,West Bengal,1800,9280,2152.5,177840,522,4.971428571
Sesamum,1998,Whole Year ,West Bengal,100425,85448,2152.5,9921990,29123.25,0.741111111
Small millets,1998,Kharif     ,West Bengal,3742,1877,2152.5,369709.6,1085.18,0.575714286
Small millets,1998,Rabi       ,West Bengal,1235,1387,2152.5,122018,358.15,1.035
Soyabean,1998,Kharif     ,West Bengal,800,461,2152.5,79040,232,0.481666667
Sugarcane,1998,Whole Year ,West Bengal,26949,2001900,2152.5,2662561.2,7815.21,75.314375
Sunflower,1998,Kharif     ,West Bengal,149,111,2152.5,14721.2,43.21,0.71
Turmeric,1998,Whole Year ,West Bengal,12763,21487,2152.5,1260984.4,3701.27,1.569444444
Urad,1998,Kharif     ,West Bengal,58878,25071,2152.5,5817146.4,17074.62,0.402222222
Urad,1998,Rabi       ,West Bengal,15112,9700,2152.5,1493065.6,4382.48,0.649090909
Wheat,1998,Rabi       ,West Bengal,367472,778090,2152.5,36306233.6,106566.88,1.870555556
Arecanut,1999,Whole Year ,Assam,73464,52924,2201.8,7796734.32,19835.28,0.746086957
Arhar/Tur,1999,Kharif     ,Assam,7266,5102,2201.8,771140.58,1961.82,0.707826087
Banana,1999,Whole Year ,Assam,41922,583383,2201.8,4449181.86,11318.94,13.74652174
Castor seed,1999,Kharif     ,Assam,1726,704,2201.8,183180.38,466.02,0.423333333
Coconut ,1999,Whole Year ,Assam,20238,150062000,2201.8,2147858.94,5464.26,5672.116522
Cotton(lint),1999,Kharif     ,Assam,1637,746,2201.8,173734.81,441.99,0.41173913
Dry chillies,1999,Whole Year ,Assam,14418,9516,2201.8,1530182.34,3892.86,0.636956522
Gram,1999,Rabi       ,Assam,2336,1196,2201.8,247919.68,630.72,0.470454545
Jute,1999,Kharif     ,Assam,73545,657537,2201.8,7805330.85,19857.15,9.13173913
Linseed,1999,Rabi       ,Assam,10248,5323,2201.8,1087620.24,2766.96,0.502727273
Maize,1999,Kharif     ,Assam,19708,14056,2201.8,2091610.04,5321.16,0.613913043
Mesta,1999,Kharif     ,Assam,5177,25515,2201.8,549435.01,1397.79,4.622380952
Niger seed,1999,Kharif     ,Assam,8904,4582,2201.8,944981.52,2404.08,0.548947368
Onion,1999,Whole Year ,Assam,7365,17167,2201.8,781647.45,1988.55,2.322173913
Other  Rabi pulses,1999,Rabi       ,Assam,106576,58390,2201.8,11310910.88,28775.52,0.532173913
Potato,1999,Whole Year ,Assam,76748,699744,2201.8,8145265.24,20721.96,8.062608696
Rapeseed &Mustard,1999,Rabi       ,Assam,286241,129425,2201.8,30378757.33,77285.07,0.479565217
Rice,1999,Autumn     ,Assam,557220,514156,2201.8,59137758.6,150449.4,1.094782609
Rice,1999,Summer     ,Assam,294654,653783,2201.8,31271629.02,79556.58,1.990434783
Rice,1999,Winter     ,Assam,1793994,2692709,2201.8,190396583.2,484378.38,1.501304348
Sesamum,1999,Kharif     ,Assam,15143,7866,2201.8,1607126.59,4088.61,0.485217391
Small millets,1999,Kharif     ,Assam,10681,5467,2201.8,1133574.53,2883.87,0.502727273
Sugarcane,1999,Whole Year ,Assam,29107,1154615,2201.8,3089125.91,7858.89,40.43478261
Sweet potato,1999,Whole Year ,Assam,8955,30979,2201.8,950394.15,2417.85,3.409130435
Tapioca,1999,Whole Year ,Assam,2836,13444,2201.8,300984.68,765.72,4.436521739
Tobacco,1999,Whole Year ,Assam,1373,695,2201.8,145716.49,370.71,0.573913043
Turmeric,1999,Whole Year ,Assam,10980,7586,2201.8,1165307.4,2964.6,0.667391304
Wheat,1999,Rabi       ,Assam,76310,97583,2201.8,8098780.3,20603.7,1.256818182
Arecanut,1999,Whole Year ,Goa,1550,1880,3879.3,164501.5,418.5,1.21
Banana,1999,Whole Year ,Goa,1950,14500,3879.3,206953.5,526.5,7.44
Black pepper,1999,Whole Year ,Goa,275,120,3879.3,29185.75,74.25,0.44
Cashewnut,1999,Whole Year ,Goa,53292,17274,3879.3,5655879.96,14388.84,0.32
Coconut ,1999,Whole Year ,Goa,24975,121580000,3879.3,2650596.75,6743.25,4868.07
Groundnut,1999,Kharif     ,Goa,350,513,3879.3,37145.5,94.5,1.47
Groundnut,1999,Rabi       ,Goa,1004,1767,3879.3,106554.52,271.08,1.76
Other  Rabi pulses,1999,Rabi       ,Goa,9227,8430,3879.3,979261.51,2491.29,0.91
Other Kharif pulses,1999,Kharif     ,Goa,1000,578,3879.3,106130,270,0.58
Ragi,1999,Kharif     ,Goa,1000,1070,3879.3,106130,270,1.07
Rice,1999,Kharif     ,Goa,40500,96281,3879.3,4298265,10935,2.38
Rice,1999,Rabi       ,Goa,16213,43642,3879.3,1720685.69,4377.51,2.69
Sugarcane,1999,Whole Year ,Goa,1335,68440,3879.3,141683.55,360.45,51.27
Arecanut,1999,Whole Year ,Kerala,81941,83337,2914.6,8696398.33,22124.07,0.831428571
Banana,1999,Whole Year ,Kerala,39046,398145,2914.6,4143951.98,10542.42,10.36285714
Black pepper,1999,Whole Year ,Kerala,198406,47543,2914.6,21056828.78,53569.62,0.193571429
Cardamom,1999,Whole Year ,Kerala,41491,6585,2914.6,4403439.83,11202.57,0.056666667
Cashewnut,1999,Whole Year ,Kerala,89403,65547,2914.6,9488340.39,24138.81,0.491428571
Coconut ,1999,Whole Year ,Kerala,925035,5680000000,2914.6,98173964.55,249759.45,5581.025714
Cotton(lint),1999,Kharif     ,Kerala,4772,7702,2914.6,506452.36,1288.44,1.61
Dry chillies,1999,Whole Year ,Kerala,312,310,2914.6,33112.56,84.24,0.975
Garlic,1999,Whole Year ,Kerala,849,14433,2914.6,90104.37,229.23,17
Ginger,1999,Whole Year ,Kerala,11264,41344,2914.6,1195448.32,3041.28,3.159285714
Groundnut,1999,Kharif     ,Kerala,6921,5144,2914.6,734525.73,1868.67,0.37
Jowar,1999,Kharif     ,Kerala,2529,1287,2914.6,268402.77,682.83,0.255
Ragi,1999,Kharif     ,Kerala,870,704,2914.6,92333.1,234.9,0.815
Rice,1999,Autumn     ,Kerala,121525,252876,2914.6,12897448.25,32811.75,2.081538462
Rice,1999,Summer     ,Kerala,58021,144551,2914.6,6157768.73,15665.67,2.292857143
Rice,1999,Winter     ,Kerala,170228,373259,2914.6,18066297.64,45961.56,2.097142857
Sesamum,1999,Kharif     ,Kerala,2612,718,2914.6,277211.56,705.24,0.374545455
Sugarcane,1999,Whole Year ,Kerala,5780,578820,2914.6,613431.4,1560.6,88.2225
Sweet potato,1999,Whole Year ,Kerala,989,10698,2914.6,104962.57,267.03,11.79636364
Tapioca,1999,Whole Year ,Kerala,111922,2531752,2914.6,11878281.86,30218.94,24.25785714
Tobacco,1999,Whole Year ,Kerala,44,245,2914.6,4669.72,11.88,5.57
Turmeric,1999,Whole Year ,Kerala,3971,8362,2914.6,421442.23,1072.17,1.999285714
Arecanut,1999,Whole Year ,Meghalaya,9645,12510,6200.3,1023623.85,2604.15,1.245
Arhar/Tur,1999,Kharif     ,Meghalaya,871,647,6200.3,92439.23,235.17,0.78
Banana,1999,Whole Year ,Meghalaya,5319,63383,6200.3,564505.47,1436.13,11.16285714
Castor seed,1999,Kharif     ,Meghalaya,27,14,6200.3,2865.51,7.29,0.515
Cotton(lint),1999,Kharif     ,Meghalaya,7455,5549,6200.3,791199.15,2012.85,0.8
Dry chillies,1999,Whole Year ,Meghalaya,1790,1128,6200.3,189972.7,483.3,0.635714286
Ginger,1999,Kharif     ,Meghalaya,7606,44710,6200.3,807224.78,2053.62,5.765714286
Gram,1999,Rabi       ,Meghalaya,460,283,6200.3,48819.8,124.2,0.616666667
Jute,1999,Kharif     ,Meghalaya,4235,31781,6200.3,449460.55,1143.45,6.76
Maize,1999,Kharif     ,Meghalaya,16637,24051,6200.3,1765684.81,4491.99,1.448571429
Mesta,1999,Kharif     ,Meghalaya,4457,20071,6200.3,473021.41,1203.39,4.556666667
Potato,1999,Whole Year ,Meghalaya,18339,143287,6200.3,1946318.07,4951.53,6.858571429
Rapeseed &Mustard,1999,Rabi       ,Meghalaya,7042,4648,6200.3,747367.46,1901.34,0.654285714
Rice,1999,Kharif     ,Meghalaya,102482,156887,6200.3,10876414.66,27670.14,1.605714286
Rice,1999,Rabi       ,Meghalaya,3929,13846,6200.3,416984.77,1060.83,1.755714286
Sesamum,1999,Kharif     ,Meghalaya,1304,680,6200.3,138393.52,352.08,0.588571429
Soyabean,1999,Kharif     ,Meghalaya,1038,928,6200.3,110162.94,280.26,0.888571429
Sugarcane,1999,Whole Year ,Meghalaya,80,223,6200.3,8490.4,21.6,2.372
Sweet potato,1999,Whole Year ,Meghalaya,5220,17591,6200.3,553998.6,1409.4,3.415714286
Tapioca,1999,Whole Year ,Meghalaya,4022,21497,6200.3,426854.86,1085.94,6.39
Tobacco,1999,Whole Year ,Meghalaya,719,488,6200.3,76307.47,194.13,0.636
Turmeric,1999,Whole Year ,Meghalaya,1458,8196,6200.3,154737.54,393.66,5.284285714
Arecanut,1999,Whole Year ,Puducherry,65,130,1434.5875,6898.45,17.55,2
Bajra,1999,Kharif     ,Puducherry,170,470,1434.5875,18042.1,45.9,2.76
Banana,1999,Whole Year ,Puducherry,282,8890,1434.5875,29928.66,76.14,29.25
Black pepper,1999,Whole Year ,Puducherry,12,7,1434.5875,1273.56,3.24,0.58
Cashewnut,1999,Whole Year ,Puducherry,210,177,1434.5875,22287.3,56.7,2.69
Coconut ,1999,Whole Year ,Puducherry,2214,27816000,1434.5875,234971.82,597.78,12812.4475
Coriander,1999,Whole Year ,Puducherry,3,2,1434.5875,318.39,0.81,0.67
Cotton(lint),1999,Kharif     ,Puducherry,357,1835,1434.5875,37888.41,96.39,5.14
Dry chillies,1999,Whole Year ,Puducherry,11,35,1434.5875,1167.43,2.97,3.305
Ginger,1999,Kharif     ,Puducherry,133,94,1434.5875,14115.29,35.91,0.676666667
Groundnut,1999,Kharif     ,Puducherry,898,2511,1434.5875,95304.74,242.46,2.125
Jowar,1999,Kharif     ,Puducherry,3,3,1434.5875,318.39,0.81,1
Moong(Green Gram),1999,Rabi       ,Puducherry,2453,1321,1434.5875,260336.89,662.31,0.553333333
Onion,1999,Whole Year ,Puducherry,14,183,1434.5875,1485.82,3.78,13.07
Other  Rabi pulses,1999,Rabi       ,Puducherry,63,123,1434.5875,6686.19,17.01,1.333333333
Ragi,1999,Kharif     ,Puducherry,124,452,1434.5875,13160.12,33.48,3.325
Rapeseed &Mustard,1999,Rabi       ,Puducherry,64,483,1434.5875,6792.32,17.28,6.023333333
Rice,1999,Kharif     ,Puducherry,25444,59433,1434.5875,2700371.72,6869.88,2.61
Sugarcane,1999,Whole Year ,Puducherry,2798,237610,1434.5875,296951.74,755.46,83
Tapioca,1999,Whole Year ,Puducherry,365,10571,1434.5875,38737.45,98.55,18.29
Urad,1999,Rabi       ,Puducherry,3159,2467,1434.5875,335264.67,852.93,0.763333333
Arecanut,1999,Whole Year ,West Bengal,7677,13124,2318.1,814760.01,2072.79,1.864117647
Arhar/Tur,1999,Kharif     ,West Bengal,3077,2320,2318.1,326562.01,830.79,0.83
Bajra,1999,Kharif     ,West Bengal,146,96,2318.1,15494.98,39.42,0.606666667
Barley,1999,Rabi       ,West Bengal,5077,4686,2318.1,538822.01,1370.79,0.776666667
Cardamom,1999,Whole Year ,West Bengal,2875,690,2318.1,305123.75,776.25,0.24
Castor seed,1999,Kharif     ,West Bengal,35,24,2318.1,3714.55,9.45,0.69
Coconut ,1999,Whole Year ,West Bengal,24216,324305700,2318.1,2570044.08,6538.32,13592.12778
Cotton(lint),1999,Kharif     ,West Bengal,750,2040,2318.1,79597.5,202.5,2.72
Dry chillies,1999,Autumn     ,West Bengal,16849,13874,2318.1,1788184.37,4549.23,0.717222222
Dry chillies,1999,Rabi       ,West Bengal,46293,38430,2318.1,4913076.09,12499.11,1.043333333
Ginger,1999,Kharif     ,West Bengal,9165,18890,2318.1,972681.45,2474.55,1.662777778
Gram,1999,Rabi       ,West Bengal,26618,21961,2318.1,2824968.34,7186.86,0.826923077
Groundnut,1999,Kharif     ,West Bengal,4804,3311,2318.1,509848.52,1297.08,1.16625
